rights	pillars	One down of the three pillars of “unalienable” rights that hold up this great country of ours.
rights	dismantle	This is an usagainst-them battle, but the “them” are those who would dismantle our rights.
from bad to worse	gone	Things have gone from bad to worse lately.
control	handed	The US handed over control of the prisoners to Afghan authorities.
control	wrested	The Democrats wrested control of four governerships from the Republicans
control	acquired	The government acquired control of the company's assets.
media	gagged	... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.
press	muzzle	The government should not muzzle the press.
economy	cripple	Another round of cuts will cripple the economy.
crime	treatment	Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.
category	within	Tomatoes technically fall within the fruit category.
category	put	I wouldn't put him in the friend category, exactly.
career	make	How to make a career out of things you would do even for free.
career	collapsed	Stars whose careers collapsed in a relatively short amount of time
business	grow	Here are some tips to grow your business.
bureaucratic	machine	You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.
bureaucracy	cogs	Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.
bureaucrats	tentacle	The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.
bureaucratic	maze	Lost in the bureaucratic maze of city's criminal justice system
anger	filled	He was filled with anger.
joy	contain	She couldn't contain her joy.
rage	briming	She was brimming with rage.
beliefs	hold on	Hold on to your beliefs and never let them go.
behaviour	stoop	I refuse to stoop to that kind of behavior.
authority	given	In a democratic government, authority is given to it by the people.
sunny disposition	has	She has a sunny disposition.
charm	lost	This place has lost a lot of its charm.
appearance	gave	The new mustache gave him an older appearance.
control	got	You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.
control	seized	The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party
friends	leaning on	I've really been leaning on my friends the past few months.
five	made up	Five is made up of two plus three.
2 and 2	put	If you put 2 and 2 together, you get 4.
arguments	bombarded	He bombarded them with clever arguments.
criticisms	target	His criticisms were right on target.
claims	indefensible	Your claims are indefensible.
argument	attacked	He attacked every weak point in my argument.
criticisms	target	His criticisms were right on target.
argument	blew	I blew his argument out of the water.
argument	won	I've never won an argument with him.
disagree	shoot	You disagree? OK, shoot!
argument	shot down	He shot down all of my arguments.
anger	burst	He was just about to burst with anger.
Iran	friendship	There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.
gun control	fanatics	Of course, gun control fanatics pay little attention to facts.
obesity	war	The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.
poverty	war	How America's losing the war on poverty
economy	ails	Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy
poverty	cure	Improving access to education is the only sure way to cure us of poverty.
criminals	reining	Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.
investigation	course	In the course of the investigation, new evidence was found.
assemble	follow	Follow along as I assemble this.
assembly	follow	Follow these steps in assembly.
washing	get out	How did Jerry get out of washing the windows?
washing	outside	Outside of washing the windows, what else did you do?
washing	put	I put a lot of energy into washing the windows.
washing	out	I get a lot of satisfaction out of washing windows.
squeezed	way	She squeezed her way to thinner thighs.
sleep	went	She went back to sleep.
negotiations	navigated	She successfully navigated her way through the contract negotiations.
refusal	moving	Congress' refusal to compromise is moving the country toward economic ruin.
motion	in	The car is in motion.
leave	going to	I'm going to leave.
resigning	close	She's close to resigning.
idea	ate	We pitched them the idea and they ate it right up.
lies	feeding	He's been feeding her lies all these years.
article	digest	This article is hard to digest.
power	rise	Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...
influence	peak	Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.
goal	way	The goal is a long way off.
job	handed	They just handed him the job.
opportunity	seize	Seize the opportunity.
world championship	escaping	I kept getting close to a world championship, but it kept escaping me.
smile	get	He finally managed to get a smile out of her.
accounts	landed	She landed four huge accounts this year.
House Republicans	bullied	Will House Republicans Get Bullied into a Tax Hike By Obama?
he	pushed around	On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.
issue	exposed	The issue was exposed to the light of day.
judgement	clouded	His judgement is clouded.
